cited_by_count,avg_favourites_count,avg_statuses_count,avg_followers_count,author_id
1,3213,1180,787,84458
1,266,3673,134,84459
42,6763,1501,471,84460
2344,796,780,1457,84461
32,1803,229,56,84462
1636,146,117,426,84463
55,669,528,261,84464
151,669,528,261,84465
96,12023,520,404,84466
12,1324,2826,260,84467
19,349,2761,781,84468
3330,1493,1439,1244.499999999999,84469
1,1493,1439,1244.499999999999,84470
566,601,376,258,84471
25443,217,84,766,84472
1,685,231,270,84473
711,2634,1343,939,84474
112,1459,426,475,84475
11,3326,4858,1764,84476
124,5179,1766,261,84477
664,6457,2799,1563,84478
91,6545,3241,1608,84479
16,6620,2692,285,84480
5032,1033,1516,601,84481
38,7,91,22,84482
79,10492,6736,1000,84483
376,10492,6736,1000,84484
15,3583,889,927,84485
2,7892,2788,636,84486
2122,5988.499999999999,2465,1100,84487
1,5988.499999999999,2465,1100,84488
23,14761,4763,1917,84489
6753,3339,2544,1669,84490
137,3246,2601,913,84491
2,3246,2601,913,84492
11980,3228,3746,1352,84493
954,2958,878,988,84494
1,5665,2474,829,84495
1092,14176,2367,1164,84496
9108,38957,2463,5667,84497
1891,3603,4071,1108,84498
124,2344,1508,442,84499
39,4144,22030,1179,84500
52,4184,1313,725,84501
29,5006,3451,1525,84502
100,3629,1455,389,84503
480,1943,1745,911,84504
2736,1173,847,1564,84505
19,7839,2249,1633,84506
3913,5758,791,434,84507
240,340,208,212,84508
183,1158,652,792,84509
2336,9378,1361,801,84510
70,7162,2460,5848,84511
2921,1480,3140,1262,84512
7,1581,3030,1594,84513
2471,3006,4603,1106,84514
678,1676,1163,665,84515
268,6334,5799,1601,84516
2922,6887,2633,1541,84517
492,1109,675,368,84518
6445,8999,1846,428,84519
401,3340,957,2708,84520
1426,3164.666666666666,3214.6666666666656,2201.3333333333317,84521
2,3164.666666666666,3214.6666666666656,2201.3333333333317,84522
89,8014,2417,289,84523
23,8014,2417,289,84524
9138,1364,2399,2520,84525
7786,10731,5945,1370,84526
137,2033,1787,231,84527
438,8233,809,706,84528
752,308,1713,336,84529
5121,2908.0002699055353,2129.500134952767,1120.0002699055335,84530
133,11113,1384,1975,84531
14,1274,1771,447,84532
27,13068,5043,738,84533
33,13068,5043,738,84534
56,934,333,176,84535
1186,1352,2704,1554,84536
1534,4172,1809,1794,84537
3,6995,2072,380,84538
33642,385,4631,1002,84539
3646,30696,2531,6343,84540
4735,1871,2927,4060,84541
641,11745,3749,857,84542
138,3032,1180,361,84543
137,5829,1834,854,84544
180,5209,2137,1179,84545
731,26925,2308,1286,84546
272,1452,9716,1372,84547
9,3136.6666666666697,2424.333333333332,2264.333333333332,84548
16,3136.6666666666697,2424.333333333332,2264.333333333332,84549
2,3136.6666666666697,2424.333333333332,2264.333333333332,84550
718,2130,762,1135,84551
3623,1169,1730,695,84552
65,8775,1887,3104,84553
592,3116,2130,187,84554
102,359,277,218,84555
105,4849,2166,717,84556
21,1350,1055,211,84557
2282,1242,1048,350,84558
37,1925,509,2782,84559
152,1881,920,502,84560
117,9330,2583,1599,84561
110,3932,2129,836,84562
334,14,2236,92,84563
595,813,343,136,84564
3670,35,216,441,84565
5059,366,1444,309,84566
96,4574,2034,2096,84567
706,8784,2421,1974,84568
380,2523,2674,113,84569
82,4896,2103,1570,84570
39,119,629,95,84571
730,1520,2266,1332,84572
72,7182,2495,1171,84573
134,2815,2040,894,84574
3467,6221,1034,3552,84575
96,3324,1043,600,84576
1252,2052,1731,2301,84577
10690,425,454,1622,84578
831,216,558,213,84579
231,1469,4141,1687,84580
1297,1588,844,1017,84581
1,1588,844,1017,84582
67,835,3569,865,84583
285,862,308,1376,84584
1020,1881,747,619,84585
102,2595,381,255,84586
17,20179,1810,454,84587
22,3434,1692,342,84588
1041,7079,2588,447,84589
665,4245,870,747,84590
15,2537,6300,3431,84591
249,78,3544,156,84592
12,3892,2718,1630,84593
513,1701,478,578,84594
316,365,487,263,84595
7,1260,1628,248,84596
2,3092,4081,911,84597
36,8458,3123,418,84598
352,1357,2113,1444,84599
9,2108,1822,568.5006788866267,84600
6,134,323,163,84601
86,2321,1781,413,84602
686,1876,3489,1938,84603
48,3119.499999999999,297,209,84604
28,3119.499999999999,297,209,84605
36,6525,1534,1014,84606
62,2308,477,478,84607
1,6282,4857,519,84608
344,987,2691,560,84609
1047,1961,1134,618,84610
898,1043,1599,435,84611
210,4985,2607,1700,84612
26,4450,1168,590,84613
82,178,2310,356,84614
2,1256,3105,1017,84615
837,18455,1977,561,84616
273,2293,2237,1117,84617
166,14452,2494,510,84618
6019,6465,4208,2930,84619
57,1620,13538,1755,84620
2923,4572,1087,2730,84621
452,2686,2531,2519,84622
801,1487,1501,969,84623
73,1323,357,434,84624
1,1323,357,434,84625
3146,5036,1814,1299,84626
133,907,612,454,84627
11,907,612,454,84628
3,759,207,57,84629
619,627,362,434,84630
658,188,139,258,84631
8,188,139,258,84632
5,188,139,258,84633
6,1571,1571,345,84634
180,212,601,605,84635
6884,2983,2566,3604,84636
5789,3763,2895,1203,84637
1,8035,353,355,84638
17,3477,942,617,84639
369,2187,1799,916,84640
2,5088,3549,2214,84641
2039,1682,1391,517,84642
145,261,122,247,84643
178,7706,2944,563,84644
221,5724,12305,888,84645
28,2003,1567,422,84646
1310,5519,1520,7456,84647
175,8338,3623,1092,84648
442,1487,1205,1591,84649
2072,2916.994362226922,1826.498590556732,2701.0028188865363,84650
6,2916.994362226922,1826.498590556732,2701.0028188865363,84651
46,5996,974,1388,84652
178,6638,2520,1909,84653
80,337,485,759,84654
160,2837,2782,564,84655
19,3425,848,356,84656
40,3141,2266,759,84657
986,2641,754,1058,84658
267,49504,3257,1627,84659
45,1409,405,50,84660
657,2007,473,408,84661
380,3625,1183,412,84662
2092,4210,1722,1111,84663
6570,3376,2528,345,84664
1,3266,15020,390,84665
441,318,779,539,84666
2185,157,278,803,84667
133,5261,14770,367,84668
216,6766,1328,500,84669
22,1024,229,145,84670
116,884,4811,715,84671
715,6643,1899,773,84672
1,12879,1856,1191,84673
673,4010,3514,981,84674
2488,3271,3183,549,84675
122,10159,3253,2651,84676
15,5430,3209,1139,84677
123,7226,2041,741,84678
2388,8272.50127790084,3364,1225.4995740330544,84679
94,8272.50127790084,3364,1225.4995740330544,84680
424,3024,1309,4855,84681
5,59318,1360,385,84682
4,7330,7863,1246,84683
1128,3901,2754,1023,84684
221,2121,4457,1572,84685
2124,11077,3168,1768,84686
967,6546,3614,3598,84687
6,10225,2621,1029,84688
87,2765,1247,305,84689
63,1677,1597,340,84690
285,6047,869,417,84691
84,4185,3697,3386,84692
4,3121,2782,184,84693
854,2396,4719,8401.500000000016,84694
138,2396,4719,8401.500000000016,84695
27,2396,4719,8401.500000000016,84696
195,2396,4719,8401.500000000016,84697
17,14057,4595,1974,84698
871,6914.999999999999,2796.9999999999995,497,84699
1,6914.999999999999,2796.9999999999995,497,84700
548,3628,3708,1309,84701
1267,949,677,1048,84702
122,1730,4039,1067,84703
16,1351,3367,133,84704
252,1393,1127,631,84705
1419,3558,2104,3791,84706
2573,4409,870,821,84707
43,22208,2835,285,84708
8,4985,1557,595,84709
40,1617,1181,877,84710
24,11874,2012,298,84711
17,1355,1133,629,84712
420,4515,2527,534,84713
7,10380,1626,638,84714
2630,6335,2459,1087,84715
1049,1985,4376,496,84716
4,8945,3801,1055,84717
5,3259.0000000000005,974,459.50000000000006,84718
9,3259.0000000000005,974,459.50000000000006,84719
2,1147,160,137,84720
3,6326,1216,964,84721
9,24315,5137,719,84722
28435,18660,2937,1507,84723
65,825,833,627,84724
6,825,833,627,84725
59,1118,1334,555,84726
24,5267,3738,2100,84727
2054,4839,2453,1172,84728
112,1384,2538,168,84729
96,3160,3009,772,84730
2675,3723,1879,434,84731
217,11263,1751,1861,84732
1,2081,3385,903,84733
777,6738,3803,2714,84734
321,6638,1731,899,84735
2015,3266,1909,656,84736
1276,496,2498,1616,84737
5040,2453,3361,4071,84738
2,3965,3094,205,84739
1428,3781,4048,2717,84740
10,1463,1029,577,84741
4,2780,4346,854,84742
26,4076,1742,1051,84743
64,244,301,276,84744
1,5367,2509,188,84745
699,1832,2398,1545,84746
71,2820,1387,730,84747
37,2798,2284,634,84748
32,10894,299,663,84749
6,1357,343,283,84750
7,4955,6168,2946,84751
134,6403,2312,1319,84752
538,6422,3448,1871,84753
375,6849,2739,1372,84754
248,891,1132,700,84755
33,2561,1123,427,84756
4570,3107,4421,1063,84757
21,4821,2431,621,84758
16,4521,1202,343,84759
122,12012,3331,2707,84760
403,3476,2048,2423,84761
3896,598,911,479,84762
14,2646,971,525,84763
125,1968,1946,953,84764
944,30209,2381,314,84765
21,629,1590,396,84766
12118,4901,2134,2433,84767
1740,3167,2136,525,84768
6140,306,2901,2087,84769
104,11956,2966,826,84770
2,4458,3457,2625,84771
136,4161,3692,531,84772
2507,1323,980,855,84773
9,1683,2735,916,84774
4,2552,2853,1561,84775
231,3131,2516,1353,84776
262,13719,3977,1222,84777
5,8299,3039,2436,84778
291,15229,2089,4251,84779
67,3437,2908,1466,84780
25,1469,1917,588,84781
364,2660,1075,584,84782
16,4306.499229583976,3530,181,84783
1,4306.499229583976,3530,181,84784
585,2234,2035,737,84785
296,11543,3456,1260,84786
2,2188,810,132,84787
3193,2110,2073,1858,84788
6153,7183,2636,1988,84789
125,7183,2636,1988,84790
320,4430,2559,918,84791
482,3718,2745,1105,84792
86,1636,7097,1412,84793
571,10239,3327,1566,84794
2,3079,1570,424,84795
11156,44588,8033,7718,84796
614,8348,1995,1795,84797
117,2331,1372,1298,84798
1823,8575,4887,991,84799
146,5217,3205,1350,84800
1034,5478,1986,1565,84801
484,6048,3331,1456,84802
32536,3864,6812,1219,84803
39,6991,2109,879.4999999999993,84804
24,6991,2109,879.4999999999993,84805
192,2513,3665,437,84806
1401,2167,1552,2122,84807
654,6329,2207,1459,84808
5,5304,4150,1347,84809
14,5577,1957,651,84810
137,9977,7139,854,84811
5,9507,4630,4005,84812
2186,833,3490,483,84813
3,4086.986340352873,10763.324985771193,5703.63631189527,84814
1,4086.986340352873,10763.324985771193,5703.63631189527,84815
218,4960,2774,1463,84816
149,2459,1294,818,84817
2,1116,4465,1031,84818
7126,450,486,542,84819
42,574,2495,1413,84820
5,9856,3884,862,84821
27,1264,5860,828,84822
205,2056,1840,528,84823
27,996,1290,1033,84824
1447,4393,1353,1019,84825
126,30440,1748,157,84826
25,6057,1502,1462,84827
24,32866,3381,372,84828
49,1243,2343,789,84829
81,10012,1246,384,84830
1124,390,325,157,84831
1,3816,3887,528,84832
8,3383,1685,246,84833
280,304,2016,946,84834
33,5267,4201,344,84835
87,3194,1179,402,84836
3718,2418,1641,579,84837
383,2982,1094,441,84838
35,2226,2750,1779,84839
180,6247,3512,1045,84840
125,6018,3814,1902,84841
189,6230,1135,170,84842
5,3283,2670,750,84843
5,2384,2052,707,84844
23,7968,3180,175,84845
192,62,5595,397,84846
1912,4008,2791,238,84847
208,1065,1652,186,84848
2,1065,1652,186,84849
2082,1049,1577,740,84850
85,4573,5260,6351,84851
310,11733,2464,623,84852
15,9283,3094,1369,84853
424,1525,717,1024.5000000000011,84854
7,1525,717,1024.5000000000011,84855
544,1799,2423,1484,84856
10,1799,2423,1484,84857
156,2447,2530,1198,84858
15204,3922,2705,1551,84859
1223,3598,1553,9533,84860
156,3177.5000000000036,7600,764,84861
3,3177.5000000000036,7600,764,84862
4295,330,1268,32533,84863
69,684,784,575,84864
509,1691,1199,1304,84865
148,1360,1467,324,84866
3,3676,1933,578,84867
44,28677,499,494,84868
28,4872,2330,1529,84869
9327,7734,2916,2172,84870
383,3086,2047,1042,84871
476,5852,1543,648,84872
3,1321,1470,629,84873
95,3303,681,255,84874
16,770,279,220,84875
1503,885,3014,3070,84876
1871,6830,1896,1915,84877
7891,3249,2704,425,84878
1,4317,1890,784,84879
8,561,13169,936,84880
10355,8462,4498,3132,84881
312,3753,1812,6105,84882
7,19984,2925,1032,84883
16130,21,1317,434,84884
3,5386,2705,602,84885
9267,7495,2638,2535,84886
33384,1784,1748,4952,84887
807,7286,5827,366,84888
134,376,938,156,84889
131,5375,2031,815,84890
2338,10478,890,3014,84891
16545,5467,5927,1273,84892
10,11687,2912,3814,84893
8631,67,1503,18119,84894
470,3725,2615,474,84895
7539,3604,4344,2252,84896
36,4740,2010,635,84897
851,16143,1822,525,84898
4,7867,4164,288,84899
765,3736,3108,678,84900
239,33031,2116,643,84901
22,76,1653,151,84902
659,3127,3418,757,84903
1710,1560,822,5669,84904
30,3702,3507,538,84905
1291,6968,5395,564,84906
801,1251,690,1068,84907
653,3364,2572,1254,84908
66,810,956,355,84909
36,8395,1571,275,84910
97,10219,9592,1667,84911
120,14247,2172,276,84912
1316,7142,4995,671,84913
2,7142,4995,671,84914
72,19073,3490,2916,84915
119,5882,2398,1640,84916
24,6325,1951,954,84917
1686,2929,1153,469,84918
14,47441,645,279,84919
1,2731,1898,469,84920
337,2537,1132,799,84921
510,3989,2684,758,84922
163,7034,4182,1227,84923
9,1395,5111,318,84924
25,28968,3268,778,84925
2636,2060,1573,575,84926
227,5580,3425,1170,84927
1899,4172,2538,891,84928
110,3277,1224,1948,84929
2196,2381,2849,1532,84930
193,654,3742,284,84931
977,9292,3434,3164,84932
348,17649,3035,2092,84933
775,4226,2382,828,84934
734,2417,1323,1276,84935
4,2417,1323,1276,84936
1218,5784,1395,238,84937
15,2778,1252,1208,84938
183,5339,1524,387,84939
2,7117,2164,1476,84940
1647,4382,1366,943,84941
55,4008,2827,1050,84942
42,3507,1752,638,84943
18,3843,2346,832,84944
3,3843,2346,832,84945
23,9237,2958,1294,84946
30,4751,3849,2465,84947
705,12630,2152,1732,84948
36,1474,6284,1760,84949
2,2300,1405,341,84950
124,2123,2229,331,84951
50,1738,723,161,84952
442,2138,3008,1860,84953
1079,3657,2910,747,84954
107,5333,968,460,84955
1,2967,2783,1353,84956
1363,1829,3360,471,84957
4,1829,3360,471,84958
553,5129,2189,647,84959
20,3630,2256,1930,84960
2056,606,379,871.9999999999994,84961
150,606,379,871.9999999999994,84962
869,3266,1384,702,84963
137,1887,1125,631,84964
155,2258,2759,1683,84965
348,1442,2359,1111,84966
21,2245,2944,916,84967
69,2258,2753,536,84968
415,1528,3015,1732,84969
440,9329,760,398,84970
5,8402,1400,1609,84971
72,24933,2906,572,84972
101,2772,2307,1773,84973
3701,13256,2345,3341,84974
278,676,79,134,84975
14,99397,4717,735,84976
238,2035,2368,1671,84977
88,2508,2531,439,84978
2510,3816,1798,545,84979
5,10872,9095,2718.4996172492956,84980
45,10872,9095,2718.4996172492956,84981
46,1339,428,699,84982
5,8428,3036,828,84983
8432,2586,1523,2060,84984
314,2062,1135,349,84985
24,5026.500000000003,6320.499999999994,731.4999999999995,84986
7,5026.500000000003,6320.499999999994,731.4999999999995,84987
88,2738,1624,873,84988
787,5080,2977,1585,84989
271,2815,2925,2580,84990
30653,4689,5014,2660,84991
8,5368,1880,501,84992
34,2718,1413,1391,84993
152,19257,1956,924,84994
1270,4520,615,1537,84995
961,1641,2124,628,84996
23,3981,4079,556,84997
209,7693,1588,1238,84998
30669,2281,2875,4584,84999
1286,3001,1540,413,85000
105,7102,2629,2712,85001
37,829,3848,1469.5000000000014,85002
43,829,3848,1469.5000000000014,85003
2,7893,2408,1224,85004
53,8966,2525,550,85005
45,2212,1883,867,85006
388,5358,3445,1959,85007
317,5749,2194,938,85008
411,4136,1957,944,85009
14,1627,5158,8442,85010
194,1323,1920,6983,85011
313,4226.499999999995,2060,1055.5000000000034,85012
66,4226.499999999995,2060,1055.5000000000034,85013
116,12770,4258,773,85014
500,10858,1522,438,85015
53,1537,3257,639,85016
488,4792,3464,1157,85017
38,4792,3464,1157,85018
601,723,2341,742,85019
1759,4616,3490,1153,85020
89,2335.499999999997,2907,176,85021
2,2335.499999999997,2907,176,85022
889,107,4249,1023,85023
543,1297,3838,3049,85024
7869,2418,2541,500,85025
1874,11642,2229,687,85026
764,9154,1648,1072,85027
335,1444,4713,742,85028
5,10454,3065,1229,85029
172,978,2245,763,85030
51,6376,7487,4352,85031
679,10218.999999999993,2592,508,85032
1,10218.999999999993,2592,508,85033
622,4598,5128,848,85034
837,6885.333620159808,3561.9992624462175,2354.6636754763354,85035
612,6885.333620159808,3561.9992624462175,2354.6636754763354,85036
8,6885.333620159808,3561.9992624462175,2354.6636754763354,85037
64,1640,2278,913,85038
4,1640,2278,913,85039
20,3197,1510,1184,85040
127,16607,3188,2130,85041
1713,3446,795,305,85042
3114,1425,1297,1989,85043
6,3177,2834,887,85044
81,3852,3788,553,85045
248,9565,2774,1016,85046
1691,2084,2065,1048,85047
82,18583,2585,500,85048
16,15975,3024,801,85049
1352,9070,2135,85,85050
350,10554,2437,2564,85051
749,15532,4893,1692,85052
587,1469,1401,396,85053
17148,5448.9999999999945,2745.5,1516,85054
1,5448.9999999999945,2745.5,1516,85055
62,4142,3014,210,85056
3,1171,3018,219,85057
10979,1560,5322,12091,85058
35,2539,1082,572,85059
438,9410,2789,655,85060
1776,1082,2106,1698,85061
3044,4413,1654,942,85062
687,12329,2906,2561,85063
2925,3714.4997282116337,2864.9996376155123,2847.999094038774,85064
5,3714.4997282116337,2864.9996376155123,2847.999094038774,85065
102,5396,1172,633,85066
1311,1287,3396,2516,85067
206,2245,3504,1706,85068
4113,2245,3504,1706,85069
686,13710.33488435748,2466.0002737101468,1530.667579033806,85070
31,13710.33488435748,2466.0002737101468,1530.667579033806,85071
17,13710.33488435748,2466.0002737101468,1530.667579033806,85072
5,6971,3702,927,85073
16,7056,4427,2187,85074
163,11136,1888,1669,85075
151,4946,2871,560,85076
175,11926.500280321436,2910,515,85077
1,11926.500280321436,2910,515,85078
308,5737,2718,748,85079
1723,583,2518.3333333333326,595,85080
3368,583,2518.3333333333326,595,85081
4,583,2518.3333333333326,595,85082
2993,8840,2592,1380,85083
168,1264,2039,302,85084
66,7210,1204,767,85085
7717,3861,1883,2969,85086
171,4183,1679,543,85087
17,7576,2251,1736,85088
109,12111,5420,3438,85089
4003,5447,4643,1780,85090
558,8895,1355,2060,85091
14,101,4266,597,85092
61,1139,1624,1965.4999999999995,85093
11494,1139,1624,1965.4999999999995,85094
419,10310,2697,703,85095
1,6222,14491,284,85096
479,12618.999999999984,1890.9999999999984,269.5000000000003,85097
2,12618.999999999984,1890.9999999999984,269.5000000000003,85098
7895,4386,2047,2815,85099
2057,1396,951,712,85100
242,2693,1359,1070,85101
206,3391,1974,1672,85102
1186,6153,2760,2337,85103
3,558,1357,1567,85104
7678,4575,1971,1621,85105
10,2692,625,1053,85106
300,1581.3333333333337,901,762,85107
34,1581.3333333333337,901,762,85108
356,525,469,1647,85109
251,5343,6505,1684,85110
204,4339,2586,3495,85111
184,23637,2024,1358,85112
19,751,257,53,85113
101,1814,1583,112,85114
37,1998,1121,970,85115
1644,496,535,938,85116
54,10785,1777,650,85117
144,2442,2133,2109,85118
4047,3990,438,394,85119
64,7654,2760,774,85120
6,6725,6709,369,85121
47,11523,3769,1421,85122
14306,7302,2328,71,85123
744,963,203,706,85124
37,441,976,483,85125
1330,4029,2134,1440,85126
12329,5701,3026,4144,85127
221,1563,5903,466,85128
1,11206,1894,499,85129
18,11327.4956278419,1570.9993004547052,828.9996502273526,85130
18,11327.4956278419,1570.9993004547052,828.9996502273526,85131
2,7882,3878,254,85132
16,3548,951,525,85133
1129,6087,2324,904,85134
809,1147,299,727,85135
1671,2732,2314,975,85136
3460,1908,783,782,85137
189,1937,3214,25001,85138
8393,4936,2101,1435,85139
18008,2217,2982,2319,85140
248,103,272,46,85141
916,3444,3797,1154,85142
1,124,210,29,85143
64,7353,2191,701,85144
4,7353,2191,701,85145
87,2446,910,433,85146
33,1475,720,260,85147
114,1478,1988,3146,85148
1,2803,2361,1410,85149
25,1052,359,193,85150
4,6304,681,206,85151
2332,21030,2696,4110,85152
898,1680,2653,1812,85153
3169,1610,1576,1944,85154
7970,1847,2642,4812,85155
420,7711,2526,699,85156
27,3417.999999999999,2450,1197.3333333333344,85157
66,3417.999999999999,2450,1197.3333333333344,85158
2,5684,3604,1549,85159
1987,1745,628,1443,85160
598,918,682,459,85161
459,23596,1414,493,85162
80,7178,2683,395,85163
5,562,709,75,85164
1551,5927,811,388,85165
28,9476,4096,1082,85166
1385,2256,1079,1056,85167
56,11689,4792,1102,85168
36,6850,2306,1172,85169
53,4406,2759,499,85170
12,3529,706,251,85171
388,111,381,106,85172
53,13552,4046,1529,85173
411,657,1728,748,85174
20,4041,3216,157,85175
379,2212,1142,709,85176
2,643,863,124,85177
127,115,99,116,85178
2394,16165,1378,10263,85179
108,909,2669,527,85180
2,160,26831,614,85181
69,3286,1439,167,85182
458,843,1066,159,85183
5,1819,398,186,85184
2,23993,5990,409,85185
16320,5378,2593,1671,85186
218,5378,2593,1671,85187
1097,4510,4264,1161,85188
94,18001,5694,2821,85189
33,18001,5694,2821,85190
24,18001,5694,2821,85191
410,7866,2963,1637,85192
1504,3978,1290,560,85193
2,5660,2430,1108,85194
181,11619,4266,2521,85195
2429,5014.500000000007,1140,1903.4999999999995,85196
3,5014.500000000007,1140,1903.4999999999995,85197
855,2523,2853,366,85198
358,2501,2011,767,85199
1,7174,1613,1190,85200
135,245,460,170,85201
83,3043,886,521,85202
129,2627,644,392,85203
1085,1430,6101,3555,85204
1567,1516,739,579,85205
455,7098,5148,2428,85206
2,7098,5148,2428,85207
91,2634,2214,1098,85208
551,12299,2386,2977,85209
35,7132,3255,840,85210
27,3195,2674,583,85211
514,798,3267,1050,85212
958,1941,1340,1048,85213
127,3119,9415,2472,85214
950,8077,2561,194,85215
79,31950,3365,280,85216
12,3603,3894,370,85217
2993,12675,3098,1026,85218
2,427,2733,312,85219
977,4230,2121,505,85220
1709,5954,2832,523,85221
82,3875,1216,1407,85222
1918,2231,2486,1274,85223
59,1055,3047,260,85224
124,13763,2007,310,85225
98,3149,2047,503,85226
144,460,1061,294,85227
10,460,1061,294,85228
21,4866,2696,546,85229
241,2844,1224,799,85230
5,3461,8086,2065,85231
1,10218,2144,837,85232
604,3395.500000000002,2576.500000000002,680,85233
13,3395.500000000002,2576.500000000002,680,85234
5,6599,2816,909,85235
93,514,193,498,85236
2,9,750,1116,85237
180,8280,4578,2031,85238
1,641,3545,4259,85239
2480,6691,4309,2010,85240
166,3901,3152,1105,85241
720,3746,1436,722,85242
712,3220,5188,1329,85243
713,731,1153,825,85244
619,1623,1466,338,85245
342,1888,1202,507,85246
2811,995,1021,411,85247
602,18436,2789,1522,85248
72,6359,996,438,85249
149,618,4087,1808,85250
287,1412,2819,707.4999999999999,85251
2,1412,2819,707.4999999999999,85252
10948,4892,4091,3893,85253
57,5425,1553,736,85254
2344,1146,497,334,85255
30,12874,1805,964,85256
436,1815,1920,585.4999999999993,85257
6,1815,1920,585.4999999999993,85258
993,993,780,359,85259
1424,4175,1729,952,85260
47,2915,914,527,85261
885,6295,3284,1719,85262
590,3292.9999999999973,335,690,85263
1,3292.9999999999973,335,690,85264
17463,18622,2606,2553,85265
150,0,625,102,85266
207,7036,7306,1007,85267
78,373,429,268,85268
925,2503,1146,852,85269
3052,3842,1940,729,85270
296,3456,1762,217,85271
388,372,698,138,85272
6,5245.999999999997,627,1175,85273
20,5245.999999999997,627,1175,85274
240,1236,1672,537,85275
49,45,161,110,85276
79,6444,291,470,85277
22,2249,1225,269,85278
304,2570,1349,898,85279
265,1262,591,938,85280
1402,3950,2301,970,85281
1734,636,620,195,85282
250,489,2417.4999999999977,704,85283
1675,489,2417.4999999999977,704,85284
21438,3774,1604,4355,85285
13,29897,1939,598,85286
4,29897,1939,598,85287
1,51903,4682,1991,85288
8,51903,4682,1991,85289
188,2155,1209,618,85290
20667,2635,1863,501,85291
314,1270,3354,166,85292
326,32,258,583,85293
92,412,553,467,85294
1735,3309,1071,626,85295
418,4483,2042,1190,85296
971,248,478,127,85297
198,707,708,587,85298
15,4135,2537,1376,85299
3707,1242,2593,121,85300
127,937,423,303,85301
14,2194,894,567,85302
6,3541,1591,693,85303
909,11930,5652,2102,85304
2,1813,1140,425,85305
5,2921,4434,2418,85306
13,1838,6122,100897,85307
2782,503,1223,171,85308
110,466,251,76,85309
229,3871,914,606,85310
100,3976,1219,270,85311
542,1903,1316,729,85312
9507,1330,1320,2669,85313
6,5555,2438,1688,85314
1397,4287,1127,890,85315
2,2372,742,403,85316
329,21061,290,1012,85317
27,5282,1282,470,85318
41,2221,227,180,85319
36,69,313,113,85320
5,69,313,113,85321
267,6149,2191,1238,85322
860,615,326,1265,85323
90,2700,11800,657,85324
516,15874,2671,1603,85325
216,9490,1545,794,85326
283,8962,2110,4278,85327
310,5743,1543,1381,85328
115,888,1967,1703,85329
2927,3669,3126,263,85330
1015,1550,2834,709,85331
27,12717,3039,433,85332
162,10748,3099,960,85333
992,290,116,267,85334
219,6308,4263,2229,85335
64,6252,4475,841,85336
23,5216,1682,834,85337
1335,4297,1884,1627,85338
30,2152,883,487,85339
128,1453,4303,1341,85340
97,1873,3365,839,85341
14,8732,1296,107,85342
364,14667,6487,2130,85343
223,65,1504,117,85344
4808,7679,2128,1007,85345
161,3521,4900,633,85346
1014,17,7397,2708,85347
1359,4673,4030,791,85348
2323,4143,1805,2050,85349
1760,2756,2855,2398,85350
675,11669,2781,792,85351
352,4409,2930,1507,85352
3,1087,1052,421,85353
4814,1131,3559,462,85354
24379,2144,4378,12621,85355
1786,3731,1859,1196,85356
94,2267,3335,646,85357
1277,10993,1199,1314,85358
7,5051,10031,969,85359
509,761,300,188,85360
1048,4342,526,808,85361
397,4136,1627,1744,85362
686,5728,1339,2365,85363
339,3128,14956,6675,85364
24,8466,2953,635,85365
26,3871,1704,623,85366
1010,9754,2316,1019,85367
4351,19,580,773,85368
1112,546,792,457,85369
166,3976,2571,121,85370
3371,4427,2445,926,85371
106,293,583,106,85372
967,4442.499905749301,2752.4999057492873,612,85373
4,4442.499905749301,2752.4999057492873,612,85374
2538,2596,1249,1119,85375
7,3533,2996,379,85376
176,2578,2832,463,85377
535,5357,2115,1141,85378
1,5357,2115,1141,85379
1676,2299,1972,1918,85380
903,109,45,191,85381
29,1415,4030,831,85382
1113,1424,106,632,85383
121,2675,123,24,85384
1445,4452,3144,839,85385
51,1858,3063,346,85386
823,1589.5000000000005,2264.500000000005,618,85387
7,1589.5000000000005,2264.500000000005,618,85388
199,7908,3108,931,85389
510,551,867,279,85390
825,3483,1585,462,85391
73,7913,4711,1402,85392
328,722,728,185,85393
64,2135,364,142,85394
2,7582,4022,954,85395
431,3763,4303,806,85396
46,6416,2455,790,85397
648,2396,417,197,85398
30,5584,8871,7914,85399
10,318,2046,264,85400
909,3351,616,670,85401
203,6307,3683,3501,85402
396,6805,1225,840,85403
13,735,376,656,85404
690,2063,1186,207,85405
46,2305,8466,642,85406
2106,746,521,96,85407
196,9049,466,528,85408
12160,10296,2637,5656,85409
530,6072,3381,4024,85410
568,2441,808,706,85411
2839,1157,189,214,85412
5572,580,975,350,85413
962,3213,1210,642,85414
384,3324,778,1322,85415
329,4808,3334,7987,85416
698,3121,2177,1779,85417
52,519,2988,560,85418
8,3040,2224,873,85419
22855,9304,2798,1468,85420
171,837,773,549,85421
3249,1819,425,443,85422
514,9651,1797,524,85423
630,5790,1684,8594,85424
447,3040,661,538,85425
1188,3540,2488,1777,85426
217,3453,948,368,85427
46,11185,1615,443,85428
104,6237,2727,404,85429
111,786,761,382,85430
43,5792.999999999995,5850.500000000005,4423.999999999995,85431
15687,5792.999999999995,5850.500000000005,4423.999999999995,85432
515,2710,2380,5012,85433
140,6120,1772,1233,85434
369,1985,1474,732,85435
51,1254,1738,2563,85436
1,679,754,3126,85437
5226,609,502,1788,85438
31,1672,1701,2415,85439
